2011-04-26;0.8757
2011-04-27;0.8737
2011-04-28;0.8732
2011-04-29;0.8648
2011-04-30;0.8656
2011-05-01;0.8647
2011-05-02;0.8649
2011-05-03;0.8616
2011-05-04;0.8617
2011-05-05;0.8709
2011-05-06;0.8768
2011-05-07;0.8784
2011-05-08;0.8753
2011-05-09;0.8718
2011-05-10;0.8806
2011-05-11;0.8869
2011-05-12;0.8843
2011-05-13;0.8927
2011-05-14;0.8924
2011-05-15;0.8935
2011-05-16;0.8837
2011-05-17;0.8809
2011-05-18;0.881
2011-05-19;0.8805
2011-05-20;0.8791
2011-05-21;0.877
2011-05-22;0.879
2011-05-23;0.8837
2011-05-24;0.879
2011-05-25;0.8726
2011-05-26;0.866
2011-05-27;0.8525
2011-05-28;0.849
2011-05-29;0.8477
2011-05-30;0.8526
2011-05-31;0.8529
2011-06-01;0.8425
2011-06-02;0.8425
2011-06-03;0.835
2011-06-04;0.8337
2011-06-05;0.8345
2011-06-06;0.8365
2011-06-07;0.836
2011-06-08;0.8359
2011-06-09;0.8408
2011-06-10;0.8429
2011-06-11;0.8428
2011-06-12;0.8428
2011-06-13;0.8371
2011-06-14;0.8454
2011-06-15;0.8537
2011-06-16;0.8492
2011-06-17;0.8482
2011-06-18;0.8486
2011-06-19;0.849
2011-06-20;0.8463
2011-06-21;0.8403
2011-06-22;0.8391
2011-06-23;0.8388
2011-06-24;0.8373
2011-06-25;0.8332
2011-06-26;0.8319
2011-06-27;0.8358
2011-06-28;0.8321
2011-06-29;0.8351
2011-06-30;0.8406
2011-07-01;0.8487
2011-07-02;0.8476
2011-07-03;0.8485
2011-07-04;0.8481
2011-07-05;0.8406
2011-07-06;0.8391
2011-07-07;0.8445
2011-07-08;0.8363
2011-07-09;0.8367
2011-07-10;0.837
2011-07-11;0.8357
2011-07-12;0.8311
2011-07-13;0.8177
2011-07-14;0.8161
2011-07-15;0.8128
2011-07-16;0.8154
2011-07-17;0.8086
2011-07-18;0.8176
2011-07-19;0.8246
2011-07-20;0.8196
2011-07-21;0.8166
2011-07-22;0.8179
2011-07-23;0.8199
2011-07-24;0.8105
2011-07-25;0.8055
2011-07-26;0.801
2011-07-27;0.8016
2011-07-28;0.8018
2011-07-29;0.7871
2011-07-30;0.7854
2011-07-31;0.7918
2011-08-01;0.783
2011-08-02;0.7651
2011-08-03;0.769
2011-08-04;0.767
2011-08-05;0.7652
2011-08-06;0.767
2011-08-07;0.7533
2011-08-08;0.7546
2011-08-09;0.7218
2011-08-10;0.7269
2011-08-11;0.7626
2011-08-12;0.7771
2011-08-13;0.7777
2011-08-14;0.7811
2011-08-15;0.7855
2011-08-16;0.7931
2011-08-17;0.7889
2011-08-18;0.793
2011-08-19;0.7857
2011-08-20;0.7853
2011-08-21;0.789
2011-08-22;0.7896
2011-08-23;0.7916
2011-08-24;0.7949
2011-08-25;0.7929
2011-08-26;0.8075
2011-08-27;0.8064
2011-08-28;0.8068
2011-08-29;0.8163
2011-08-30;0.8197
2011-08-31;0.8055
